page_id,section,title,city,state,zip,type,written,drew_one,source_rows
breweries/amador-brewing-company,breweries,Amador Brewing Company,Plymouth,CA,95669,Taproom,2020-03-03,Not recorded,725
breweries/amalgam-brewing,breweries,Amalgam Brewing,Denver,CO,80221,Proprietor,2020-03-03,Not recorded,1295
breweries/ambler-beer-company,breweries,Ambler Beer Company,Ambler,PA,19002,Taproom,2020-03-03,Not recorded,5954
breweries/amelia-island-brewing-company,breweries,Amelia Island Brewing Company,Fernandina Beach,FL,32034,Brewpub,2020-03-03,Not recorded,1792
breweries/american-badass-beer,breweries,American Badass Beer,Detroit,MI,48216,Contract,2020-02-07,Not recorded,3430
breweries/american-craft-aleworks,breweries,American Craft Aleworks,West Palm Beach,FL,33401,Brewpub,2020-04-11,Not recorded,2034
breweries/american-honor-beer-co,breweries,American Honor Beer Co,Wilkes Barre,PA,18705,Contract,2020-03-03,Not recorded,6314
breweries/american-icon-brewery,breweries,American Icon Brewery,Vero Beach,FL,32960,Brewpub,2020-04-11,Not recorded,2029
breweries/amity-ales-brewpub-and-eatery,breweries,Amity Ales Brewpub and Eatery,Amityville,NY,11701,Brewpub,2020-03-03,Not recorded,4896
breweries/amor-artis-brewing,breweries,Amor Artis Brewing,Fort Mill,SC,29715,Taproom,2020-04-11,Not recorded,6401
breweries/amplified-ale-works-miramar-studio,breweries,Amplified Ale Works Miramar Studio,San Diego,CA,92121,Brewpub,2020-03-03,Not recorded,830
breweries/amruth-brewery,breweries,Amruth Brewery,Pottstown,PA,19464,Brewpub,2020-04-11,Not recorded,6262
breweries/anacapa-brewing-co,breweries,Anacapa Brewing Co,Ventura,CA,93001,Brewpub,2020-04-11,Not recorded,1122
breweries/ancestry-brewery,breweries,Ancestry Brewery,Tualatin,OR,97062,Brewpub,2020-04-11,Not recorded,5939
breweries/anchor-brewing-co,breweries,Anchor Brewing Co.,San Francisco,CA,94107,Largge,12/20.2019,Not recorded,924
breweries/anchorage-brewing-co,breweries,Anchorage Brewing Co,Anchorage,AK,99515,Micro,2019-11-03,Not recorded,5
breweries/ancient-city-brewing-co,breweries,Ancient City Brewing Co.,Saint Augustine,FL,32092,Micro,2020-03-03,Not recorded,1956
breweries/anderson-valley-brewing-co,breweries,Anderson Valley Brewing Co,Boonville,CA,95415,Regional,2020-03-03,Not recorded,318
breweries/andrews-brewing-co,breweries,Andrews Brewing Co,Lincolnville,ME,04849,Micro,2020-03-03,Not recorded,3278
breweries/angel-city-brewery,breweries,Angel City Brewery,Los Angeles,CA,90012,Micro,2020-04-11,Not recorded,578
breweries/angry-chair-brewing-llc,breweries,"Angry Chair Brewing, LLC.",Tampa,FL,33604,Taproom,2020-03-03,Not recorded,2004
breweries/angry-fish-brewing-company,breweries,Angry Fish Brewing Company,Lexington,SC,29072,Taproom,2020-03-03,Not recorded,6421
breweries/angry-horse-brewing,breweries,Angry Horse Brewing,Montebello,CA,90640,Taproom,2020-03-03,Not recorded,619
breweries/angry-inch-brewing,breweries,Angry Inch Brewing,Lakeville,MN,55044,Taproom,2020-03-03,Not recorded,3766
breweries/angry-james-brewing-co,breweries,Angry James Brewing Co,Silverthorne,CO,80498,Taproom,2020-04-11,Not recorded,1560
breweries/angry-minnow-the,breweries,"Angry Minnow, The",Hayward,WI,54843,Brewpub,2020-04-11,Not recorded,7741
breweries/angry-troll-brewing,breweries,Angry Troll Brewing,Elkin,NC,28621,Brewpub,2020-02-01,Not recorded,4266
breweries/anheuser-busch-inbev,breweries,Anheuser-Busch InBev,Saint Louis,MO,63118,Largge,2020-03-03,Not recorded,3979
breweries/anheuser-busch-inc-baldwinsville,breweries,Anheuser-Busch Inc – Baldwinsville,Baldwinsville,NY,13027,Largge,2020-03-03,Not recorded,4905
breweries/anheuser-busch-inc-cartersville,breweries,Anheuser-Busch Inc – Cartersville,Cartersville,GA,30121,Largge,2020-03-03,Not recorded,2087
breweries/anheuser-busch-inc-columbus,breweries,Anheuser-Busch Inc – Columbus,Columbus,OH,43229,Largge,2020-03-03,Not recorded,5425
breweries/anheuser-busch-inc-fairfield,breweries,Anheuser-Busch Inc – Fairfield,Fairfield,CA,94534,Largge,2020-03-03,Not recorded,433
breweries/anheuser-busch-inc-fort-collins,breweries,Anheuser-Busch Inc - Fort Collins,Fort Collins,CO,80524,Largge,2020-02-07,Not recorded,1399
breweries/anheuser-busch-inc-houston,breweries,Anheuser-Busch Inc – Houston,Houston,TX,77029,Largge,2020-03-03,Not recorded,6761
breweries/anheuser-busch-inc-jacksonville,breweries,Anheuser-Busch Inc – Jacksonville,Jacksonville,FL,32218,Largge,2020-03-03,Not recorded,1828
breweries/anheuser-busch-inc-los-angeles,breweries,Anheuser-Busch Inc - Los Angeles,Van Nuys,CA,91406,Largge,2020-03-03,Not recorded,1116
breweries/anheuser-busch-inc-merrimack,breweries,Anheuser-Busch Inc – Merrimack,Merrimack,NH,03054,Largge,2020-03-03,Not recorded,4579
breweries/anheuser-busch-inc-newark,breweries,Anheuser-Busch Inc – Newark,Jersey City,NJ,07302,Largge,2020-03-03,Not recorded,4677
breweries/anheuser-busch-inc-williamsburg,breweries,Anheuser-Busch Inc – Williamsburg,Williamsburg,VA,23185,Largge,2020-03-03,Not recorded,7194
breweries/animas-brewing-co,breweries,Animas Brewing Co,Durango,CO,81301,Brewpub,2020-04-11,Not recorded,1375
breweries/anthem-brewing-co,breweries,Anthem Brewing Co,Oklahoma City,OK,73109,Micro,2020-03-03,Not recorded,5623
breweries/antiques-on-high,breweries,Antiques On High,Columbus,OH,43206,Micro,2019-12-08,Not recorded,5424
breweries/anvil-and-forge-brewery-and-distillery,breweries,Anvil and Forge Brewery and Distillery,Springfield,IL,62701,Taproom,2020-03-03,Not recorded,2557
breweries/anvil-brewing,breweries,Anvil Brewing,Pittsburg,TX,75686,Brewpub,2020-04-11,Not recorded,6827
breweries/apocalypse-ale-works,breweries,Apocalypse Ale Works,Forest,VA,24551,Micro,2019-10-26,Not recorded,7026
breweries/apocalypse-brew-works,breweries,Apocalypse Brew Works,Louisville,KY,40206,Taproom,2020-04-11,Not recorded,2872
other-places/appa-the-dancing-elephant,other-places,Appa the dancing elephant,San Francisco,CA,94117,,2020-07-31,Not recorded,923
breweries/appalachian-brewing-co-gettysburg-battlefield,breweries,Appalachian Brewing Co - Gettysburg Battlefield,Gettysburg,PA,17325,Brewpub,2020-03-03,Not recorded,6071
breweries/appalachian-brewing-co-mechanicsburg,breweries,Appalachian Brewing Co - Mechanicsburg,Mechanicsburg,PA,17050,Brewpub,2020-03-03,Not recorded,6161
breweries/appalachian-mountain-brewery-boone,breweries,Appalachian Mountain Brewery - Boone,Boone,NC,28607,Regional,2020-03-03,Not recorded,4184
breweries/appalachian-mountain-brewery-portsmouth,breweries,Appalachian Mountain Brewery - Portsmouth,Portsmouth,NH,03801,Micro,2020-04-11,Not recorded,4598
breweries/appleton-beer-factory,breweries,Appleton Beer Factory,Appleton,WI,54911,Brewpub,2020-03-03,Not recorded,7683
breweries/apponaug-brewing,breweries,Apponaug Brewing,Warwick,RI,02886,Brewpub,2020-04-11,Not recorded,6359
breweries/aquabrew,breweries,Aquabrew,San Marcos,TX,78666,Brewpub,2020-03-03,Not recorded,6864
breweries/arcana-brewing-company,breweries,Arcana Brewing Company,Carlsbad,CA,92010,Taproom,2020-04-11,Not recorded,346
breweries/arches-brewing,breweries,Arches Brewing,Hapeville,GA,30354,Micro,2020-03-03,Not recorded,2103
breweries/arclight-brewing-company,breweries,Arclight Brewing Company,Watervliet,MI,49098,Taproom,2020-03-03,Not recorded,3695
breweries/arcpoint-brewing-co,breweries,Arcpoint Brewing Co,Belchertown,MA,01007,Micro,2020-03-03,Not recorded,2945
breweries/ardent-craft-ales,breweries,Ardent Craft Ales,Richmond,VA,23230,Taproom,2020-03-03,Not recorded,7126
breweries/argilla-brewing-co-pietros-pizza,breweries,Argilla Brewing Co @ Pietro’s Pizza,Newark,DE,19711,Brewpub,2020-04-11,Not recorded,1720
breweries/argus-brewery,breweries,Argus Brewery,Chicago,IL,60628,Micro,2020-04-11,Not recorded,2389
breweries/argyle-brewing-company,breweries,Argyle Brewing Company,Greenwich,NY,12834,Micro,2020-04-11,Not recorded,5061
breweries/arizona-brewing-company-llc,breweries,"Arizona Brewing Company, LLC",SCOTTSDALE,AZ,85258,Proprietor,2020-03-03,Not recorded,204
breweries/arizona-wilderness-brewing,breweries,Arizona Wilderness Brewing,Gilbert,AZ,85233,Brewpub,2019-11-13,Not recorded,153
breweries/arkane-aleworks,breweries,Arkane Aleworks,Largo,FL,33771,Taproom,2019-11-27,Not recorded,1859
breweries/arkose-brewery,breweries,Arkose Brewery,Palmer,AK,99645,Taproom,2019-11-03,Not recorded,32
breweries/arlington-club,breweries,Arlington Club,Portland,OR,97205,Taproom,2020-04-11,Not recorded,5838
breweries/armadillo-ale-works,breweries,Armadillo Ale Works,Denton,TX,76201,Micro,2020-04-11,Not recorded,6707
breweries/armistice-brewing-company,breweries,Armistice Brewing Company,Richmond,CA,94804,Taproom,2020-04-11,Not recorded,761
breweries/armstrong-brewing-co,breweries,Armstrong Brewing Co,South San Francisco,CA,94080,Brewpub,2020-03-03,Not recorded,1054
breweries/around-the-bend-beer-co,breweries,Around the Bend Beer Co.,Chicago,IL,60622,Micro,2020-04-11,Not recorded,2390
breweries/arrow-lodge-brewing,breweries,Arrow Lodge Brewing,Covina,CA,91722,Micro,2020-03-03,Not recorded,395
breweries/arrowood-farms,breweries,Arrowood Farms,Accord,NY,12404,Taproom,2020-03-03,Not recorded,4889
breweries/article-fifteen-brewing,breweries,Article Fifteen Brewing,Weymouth,MA,02189,Taproom,2019-05-01,Not recorded,3093
breweries/artifex-brewing-company,breweries,Artifex Brewing Company,San Clemente,CA,92673,Micro,2019-11-27,Not recorded,807
breweries/artisanal-brewers-collective,breweries,Artisanal Brewers Collective,Sun Valley,CA,91352,Proprietor,2020-03-03,Not recorded,1058
breweries/arundel-cellars-and-brewing-co,breweries,Arundel Cellars & Brewing Co,North East,PA,16428,Brewpub,2020-04-11,Not recorded,6191
breweries/asbury-park-brewery,breweries,Asbury Park Brewery,Asbury Park,NJ,07712,Micro,2020-03-03,Not recorded,4616
breweries/ascendant-beer-company,breweries,Ascendant Beer Company,Portland,OR,97209,Micro,2020-04-11,Not recorded,5839
breweries/asgard-brewing-company,breweries,Asgard Brewing Company,Columbia,TN,38401,Micro,2020-03-03,Not recorded,6502
breweries/asher-brewing-co,breweries,Asher Brewing Co,Boulder,CO,80301,Taproom,2020-03-03,Not recorded,1203
breweries/ashtown-brewing-co,breweries,Ashtown Brewing Co,Longview,WA,98632,Taproom,2020-03-03,Not recorded,7402
breweries/aslan-brewing-company,breweries,Aslan Brewing Company,Bellingham,WA,98225,Micro,2020-04-11,Not recorded,7298
breweries/aslin-beer-company,breweries,Aslin Beer Company,Herndon,VA,20170,Micro,2020-04-11,Not recorded,7052
breweries/ass-clown-brewing-co,breweries,Ass Clown Brewing Co,Cornelius,NC,28031,Micro,2020-03-03,Not recorded,4249
breweries/aston-abbey-brewing-co,breweries,Aston Abbey Brewing Co,Aston,PA,19014,Taproom,2020-04-11,Not recorded,5962
breweries/astoria-brewing-company,breweries,Astoria Brewing Company,Astoria,OR,97103,Brewpub,2020-03-03,Not recorded,5656
breweries/astro-lab-brewing,breweries,Astro Lab Brewing,Silver Spring,MD,20910,Taproom,2020-02-01,Not recorded,3200
breweries/astronomy-aleworks,breweries,Astronomy Aleworks,Henderson,NV,89011,Taproom,2020-04-11,Not recorded,4847
breweries/athletic-brewing-company,breweries,Athletic Brewing Company,Stratford,CT,06615,Micro,12/20.2019,Not recorded,1678
breweries/atlantic-beach-brewing-company,breweries,Atlantic Beach Brewing Company,Atlantic Beach,FL,32233,Micro,2020-04-11,Not recorded,1738
breweries/atlantic-brewing-co-bar-harbor-brewing,breweries,Atlantic Brewing Co / Bar Harbor Brewing,Bar Harbor,ME,04609,Brewpub,2020-02-07,Not recorded,3223
breweries/atlas-brew-works,breweries,Atlas Brew Works,Washington,DC,20002,Micro,2020-03-03,Not recorded,1700
breweries/atlas-saloon-brewery,breweries,Atlas Saloon Brewery,Excelsior Springs,MO,64024,Taproom,2020-03-03,Not recorded,3915
breweries/atomic-ale-brewpub-and-eatery,breweries,Atomic Ale Brewpub and Eatery,Richland,WA,99352,Brewpub,2020-03-03,Not recorded,7471
breweries/atrevida-beer-company,breweries,Atrevida Beer Company,Colorado Springs,CO,80908,Taproom,2020-03-03,Not recorded,1251
breweries/attitude-brewing-company,breweries,Attitude Brewing Company,San Diego,CA,92113,Brewpub,2020-02-07,Not recorded,822
breweries/atwater-brewing-co,breweries,Atwater Brewing Co,Detroit,MI,48207,Regional,2020-03-03,Not recorded,3433
breweries/atwater-grand-rapids,breweries,Atwater Grand Rapids,Grand Rapids,MI,49503,Brewpub,2020-03-03,Not recorded,3481
breweries/atwood-ales,breweries,Atwood Ales,Blaine,WA,98230,Micro,2020-03-03,Not recorded,7306
breweries/auburn-alehouse,breweries,Auburn Alehouse,Auburn,CA,95603,Brewpub,2020-04-11,Not recorded,291
breweries/audacious-aleworks,breweries,Audacious Aleworks,Falls Church,VA,22046,Taproom,2019-10-26,Not recorded,7021
breweries/august-schell-brewing-co,breweries,August Schell Brewing Co,New Ulm,MN,56073,Regional,2019-11-27,Not recorded,3825
breweries/augusta-brewing-co,breweries,Augusta Brewing Co,Washington,MO,63090,Brewpub,2020-03-03,Not recorded,4017
breweries/augustino-brewing,breweries,Augustino Brewing,Wichita,KS,67212,Brewpub,2020-03-03,Not recorded,2825
breweries/aurellias-bottle-and-brew,breweries,Aurellias Bottle and Brew,El Paso,TX,79911,Brewpub,2020-04-11,Yes,6717
breweries/aurora-ale-and-lager,breweries,Aurora Ale & Lager,King Ferry,NY,13081,Taproom,2020-04-11,Not recorded,5099
breweries/austin-beerworks,breweries,Austin Beerworks,Austin,TX,78758,Regional,2020-03-03,Not recorded,6610
breweries/austin-brothers-beer-company,breweries,Austin Brothers’ Beer Company,Alpena,MI,49707,Brewpub,2020-02-07,Not recorded,3357
breweries/austin-street-brewery,breweries,Austin Street Brewery,Portland,ME,04101,Taproom,2020-04-11,Not recorded,3308
breweries/automatic-brewing-co-blind-lady-alehouse,breweries,Automatic Brewing Co. / Blind Lady Alehouse,San Diego,CA,92116,Brewpub,2020-02-07,Not recorded,823
breweries/avant-garde-aleworks,breweries,Avant Garde Aleworks,Estes Park,CO,80517,Taproom,2020-02-01,Not recorded,1388
breweries/avery-brewing-co,breweries,Avery Brewing Co,Boulder,CO,80301,Regional,2019-11-27,Not recorded,1198
breweries/aviator-brewing-company,breweries,Aviator Brewing Company,Fuquay Varina,NC,27526,Regional,2020-03-03,Not recorded,4280
breweries/away-days-brewing,breweries,Away Days Brewing,portland,OR,97214,Taproom,2020-03-03,Not recorded,5817
breweries/axe-and-arrow-brewery,breweries,Axe And Arrow Brewery,Glassboro,NJ,08028,Micro,2020-04-11,Not recorded,4660
breweries/aztec-brewing-company,breweries,Aztec Brewing Company,Vista,CA,92081,Taproom,2020-04-11,Not recorded,1137
breweries/b-chord-brewing-company,breweries,B Chord Brewing Company,Round Hill,VA,20141,Taproom,2020-04-11,Not recorded,7147
breweries/b-nektar-meadery,breweries,B. Nektar Meadery,Ferndale,MI,48220,Micro,2020-03-03,Not recorded,3455
breweries/b9-beverages-inc,breweries,B9 Beverages Inc,New York,NY,10018,Contract,2020-03-03,Not recorded,5146
breweries/baa-baa-brewhouse,breweries,Baa Baa Brewhouse,Brookshire,TX,77423,Micro,2020-03-03,Not recorded,6659
breweries/babes-bar-b-que-and-brewhouse,breweries,Babe’s Bar-B-Que and Brewhouse,Rancho Mirage,CA,92270,Brewpub,2020-04-11,Not recorded,744
breweries/back-barn-brewing-company,breweries,Back Barn Brewing Company,Delanson,NY,12053,Taproom,2020-03-03,Not recorded,5011
breweries/back-east-brewing,breweries,Back East Brewing,Bloomfield,CT,06002,Micro,2020-02-07,Not recorded,1599
breweries/back-forty-beer-co,breweries,Back Forty Beer Co,Gadsden,AL,35901,Micro,2020-04-11,Not recorded,59
breweries/back-home-brewing-company,breweries,Back Home Brewing Company,Ozark,MO,65721,Brewpub,2020-04-11,Not recorded,3962
breweries/back-pew-brewing,breweries,Back Pew Brewing,Porter,TX,77365,Micro,2020-04-11,Not recorded,6832
breweries/back-road-brewery,breweries,Back Road Brewery,La Porte,IN,46350,Taproom,2020-04-11,Not recorded,2704
breweries/backacre-beermakers,breweries,Backacre Beermakers,Weston,VT,05161,Micro,2020-02-07,Not recorded,7268
breweries/backlash-beer-co,breweries,Backlash Beer Co,Boston,MA,02119,Micro,2020-04-11,Not recorded,2958
breweries/backpocket-brewing-co,breweries,Backpocket Brewing Co,Coralville,IA,52241,Micro,2020-02-01,Not recorded,2195
breweries/backroad-brewery,breweries,BackRoad Brewery,Carlisle,IA,50047,Micro,2020-02-01,Not recorded,2178
breweries/backroom-brewery,breweries,Backroom Brewery,Middletown,VA,22645,Brewpub,2020-03-03,Not recorded,7081
breweries/backslope-brewing,breweries,Backslope Brewing,Columbia Falls,MT,59912,Brewpub,2020-04-11,Not recorded,4071
breweries/backswing-brewing-co,breweries,Backswing Brewing Co.,Lincoln,NE,68522,Micro,2020-03-03,Not recorded,4498
breweries/backward-flag-brewing,breweries,Backward Flag Brewing,Forked River,NJ,08731,Taproom,2020-03-03,Not recorded,4657
breweries/backyard-barn-winery-and-microbrewery,breweries,Backyard Barn Winery and Microbrewery,Wildwood,FL,34785,Taproom,2020-04-11,Not recorded,2039
breweries/bad-beat-brewing,breweries,Bad Beat Brewing,Henderson,NV,89011,Micro,2020-03-03,Not recorded,4844
breweries/bad-brewing-co,breweries,BAD Brewing Co,Mason,MI,48854,Taproom,2020-04-11,Not recorded,3585
breweries/bad-bulldogs-brewery,breweries,Bad Bulldogs Brewery,Bremerton,WA,98312,Taproom,2019-10-22,Not recorded,7313
breweries/bad-dream-brewing,breweries,Bad Dream Brewing,New Milford,CT,06776,Taproom,2020-03-03,Not recorded,1651
breweries/bad-jimmys-brewing-co,breweries,Bad Jimmy’s Brewing Co,Seattle,WA,98107,Taproom,2020-03-03,Not recorded,7495
breweries/bad-lab-beer-co,breweries,Bad Lab Beer Co.,Somersworth,NH,03878,Brewpub,2020-03-03,Not recorded,4607
breweries/bad-seed-cider-co-llc,breweries,Bad Seed Cider co llc,highland,NY,12528,Largge,2020-03-03,Not recorded,5073
breweries/bad-shepherd-beer-company,breweries,Bad Shepherd Beer Company,Charleston,WV,25301,Brewpub,2020-03-03,Not recorded,7906
breweries/bad-sons-beer-co,breweries,BAD SONS Beer Co,Derby,CT,06418,Micro,2020-03-03,Not recorded,1614
breweries/bad-tom-smith-brewing,breweries,Bad Tom Smith Brewing,Cincinnati,OH,45226,Taproom,2020-04-11,Not recorded,5376
breweries/bad-tom-smith-brewing-cleveland-oh,breweries,Bad Tom Smith Brewing,Cleveland,OH,44113,Brewpub,2020-03-03,Not recorded,5393
breweries/bad-water-brewing,breweries,Bad Water Brewing,Scottsdale,AZ,85251,Contract,2020-03-03,Not recorded,205
breweries/badass-backyard-brewing,breweries,Badass Backyard Brewing,Spokane Valley,WA,99212,Taproom,2020-03-03,Not recorded,7584
breweries/badger-mountain-brewing,breweries,Badger Mountain Brewing,Wenatchee,WA,98801,Brewpub,2020-04-11,Not recorded,7651
breweries/badwolf-brewing-company,breweries,BadWolf Brewing Company,Manassas,VA,20110,Proprietor,2020-02-07,Not recorded,7073
breweries/baffin-brewing-co,breweries,Baffin Brewing Co,Saint Clair Shores,MI,48081,Taproom,2020-03-03,Not recorded,3642
